"OUTCOME High/Low LC, LP, BP",Experimental Metabolic Strategy,Growth Phase,Cultivation Scale,Temperature,Light Intensity,Agitation,Photoperiods,Growth Period,CO2 Supply,Air Supply,N,P,inorganic C,organic C,Salinity,K,Ca,Fe,Co,Cu,EDTANa,Na2EDTA,EDTAFeNa,pH,Cultivation Mode,Na2MGEDTA,EDTA,Seed Metabolic Strategy,Inorganic C Source,Organic C Source,N Source,pH Control Strategy,pH Regulators,Stage Phase Strategy,Lamp Color,Culture Medium,Lamp Type,Inoculum Concentration,Chlorella Strain
HL,photoautotrophic,stationary,1,25,400,0,12,12,0.04,yes,0.248045,0.005429,0.002266,0.003906,0,0.01369,0.009815,0.000642,0.00001,0.00002,0,0.001,0,,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,white,BG11,fluorescent,0.05,Chlorella sorokiniana
HL,mixotrophic,stationary,1,25,400,0,12,12,0.04,yes,0.248045,0.005429,0.002266,2.00384,0,0.01369,0.009815,0.000642,0.00001,0.00002,0,0.001,0,,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",glucose,sodium nitrate,initial,none,single-stage,white,mBG11,fluorescent,0.05,Chlorella sorokiniana
HL,mixotrophic,stationary,1,25,400,0,12,12,0.04,yes,0.248045,0.005429,0.002266,4.003773,0,0.01369,0.009815,0.000642,0.00001,0.00002,0,0.001,0,,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",glucose,sodium nitrate,initial,none,single-stage,white,mBG11,fluorescent,0.05,Chlorella sorokiniana
HL,mixotrophic,stationary,1,25,400,0,12,12,0.04,yes,0.248045,0.005429,0.002266,6.003706,0,0.01369,0.009815,0.000642,0.00001,0.00002,0,0.001,0,,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",glucose,sodium nitrate,initial,none,single-stage,white,mBG11,fluorescent,0.05,Chlorella sorokiniana
HL,mixotrophic,stationary,1,25,400,0,12,12,0.04,yes,0.248045,0.005429,0.002266,8.00364,0,0.01369,0.009815,0.000642,0.00001,0.00002,0,0.001,0,,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",glucose,sodium nitrate,initial,none,single-stage,white,mBG11,fluorescent,0.05,Chlorella sorokiniana
HL,mixotrophic,stationary,1,25,400,0,12,12,0.04,yes,0.248045,0.005429,0.002266,10.003573,0,0.01369,0.009815,0.000642,0.00001,0.00002,0,0.001,0,,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",glucose,sodium nitrate,initial,none,single-stage,white,mBG11,fluorescent,0.05,Chlorella sorokiniana
LL,photoautotrophic,log,0.15,25,55,160,16,4,0,no,0.24885,0.00712,0.002266,0.003312,0,0.017955,0.009815,0.001283,0.00001,0.00002,0,0.001,0,7,batch,0,yes,photoautotrophic,sodium carbonate,none,sodium nitrate,initial,none,single-stage,,BG11,fluorescent,0.1,Chlorella vulgaris
LL,mixotrophic,log,0.15,25,55,160,16,4,0,no,0.24885,0.00712,0.002266,2.003245,0,0.017955,0.009815,0.001283,0.00001,0.00002,0,0.001,0,7,batch,0,yes,photoautotrophic,sodium carbonate,glucose,sodium nitrate,initial,none,single-stage,,mBG11,fluorescent,0.1,Chlorella vulgaris
LL,mixotrophic,log,0.15,25,55,160,16,4,0,no,0.24885,0.00712,0.002266,4.003178,0,0.017955,0.009815,0.001283,0.00001,0.00002,0,0.001,0,7,batch,0,yes,photoautotrophic,sodium carbonate,glucose,sodium nitrate,initial,none,single-stage,,mBG11,fluorescent,0.1,Chlorella vulgaris
LL,mixotrophic,log,0.15,25,55,160,16,4,0,no,0.24885,0.00712,0.002266,6.003112,0,0.017955,0.009815,0.001283,0.00001,0.00002,0,0.001,0,7,batch,0,yes,photoautotrophic,sodium carbonate,glucose,sodium nitrate,initial,none,single-stage,,mBG11,fluorescent,0.1,Chlorella vulgaris
LL,mixotrophic,log,0.15,25,55,160,16,4,0,no,0.24885,0.00712,0.002266,8.003045,0,0.017955,0.009815,0.001283,0.00001,0.00002,0,0.001,0,7,batch,0,yes,photoautotrophic,sodium carbonate,glucose,sodium nitrate,initial,none,single-stage,,mBG11,fluorescent,0.1,Chlorella vulgaris
LL,mixotrophic,log,0.15,25,55,160,16,4,0,no,0.24885,0.00712,0.002266,10.002979,0,0.017955,0.009815,0.001283,0.00001,0.00002,0,0.001,0,7,batch,0,yes,photoautotrophic,sodium carbonate,glucose,sodium nitrate,initial,none,single-stage,,mBG11,fluorescent,0.1,Chlorella vulgaris
LL,heterotrophic,log,0.15,25,0,160,0,4,0,no,0.24885,0.00712,0.002266,2.003245,0,0.017955,0.009815,0.001283,0.00001,0.00002,0,0.001,0,7,batch,0,yes,photoautotrophic,sodium carbonate,glucose,sodium nitrate,initial,none,single-stage,no-color,mBG11,no-lamp,0.1,Chlorella vulgaris
LL,heterotrophic,log,0.15,25,0,160,0,4,0,no,0.24885,0.00712,0.002266,4.003178,0,0.017955,0.009815,0.001283,0.00001,0.00002,0,0.001,0,7,batch,0,yes,photoautotrophic,sodium carbonate,glucose,sodium nitrate,initial,none,single-stage,no-color,mBG11,no-lamp,0.1,Chlorella vulgaris
LL,heterotrophic,log,0.15,25,0,160,0,4,0,no,0.24885,0.00712,0.002266,6.003112,0,0.017955,0.009815,0.001283,0.00001,0.00002,0,0.001,0,7,batch,0,yes,photoautotrophic,sodium carbonate,glucose,sodium nitrate,initial,none,single-stage,no-color,mBG11,no-lamp,0.1,Chlorella vulgaris
LL,heterotrophic,log,0.15,25,0,160,0,4,0,no,0.24885,0.00712,0.002266,8.003045,0,0.017955,0.009815,0.001283,0.00001,0.00002,0,0.001,0,7,batch,0,yes,photoautotrophic,sodium carbonate,glucose,sodium nitrate,initial,none,single-stage,no-color,mBG11,no-lamp,0.1,Chlorella vulgaris
LL,heterotrophic,log,0.15,25,0,160,0,4,0,no,0.24885,0.00712,0.002266,10.002979,0,0.017955,0.009815,0.001283,0.00001,0.00002,0,0.001,0,7,batch,0,yes,photoautotrophic,sodium carbonate,glucose,sodium nitrate,initial,none,single-stage,no-color,mBG11,no-lamp,0.1,Chlorella vulgaris
HL,photoautotrophic,stationary,0.15,25,55,160,16,10,0,no,0.24885,0.00712,0.002266,0.003312,0,0.017955,0.009815,0.001283,0.00001,0.00002,0,0.001,0,7,batch,0,yes,photoautotrophic,sodium carbonate,none,sodium nitrate,initial,none,single-stage,,BG11,fluorescent,0.1,Chlorella vulgaris
HL,mixotrophic,stationary,0.15,25,55,160,16,10,0,no,0.24885,0.00712,0.002266,2.003245,0,0.017955,0.009815,0.001283,0.00001,0.00002,0,0.001,0,7,batch,0,yes,photoautotrophic,sodium carbonate,glucose,sodium nitrate,initial,none,single-stage,,mBG11,fluorescent,0.1,Chlorella vulgaris
HL,mixotrophic,stationary,0.15,25,55,160,16,10,0,no,0.24885,0.00712,0.002266,4.003178,0,0.017955,0.009815,0.001283,0.00001,0.00002,0,0.001,0,7,batch,0,yes,photoautotrophic,sodium carbonate,glucose,sodium nitrate,initial,none,single-stage,,mBG11,fluorescent,0.1,Chlorella vulgaris
HL,mixotrophic,stationary,0.15,25,55,160,16,10,0,no,0.24885,0.00712,0.002266,6.003112,0,0.017955,0.009815,0.001283,0.00001,0.00002,0,0.001,0,7,batch,0,yes,photoautotrophic,sodium carbonate,glucose,sodium nitrate,initial,none,single-stage,,mBG11,fluorescent,0.1,Chlorella vulgaris
HL,mixotrophic,stationary,0.15,25,55,160,16,10,0,no,0.24885,0.00712,0.002266,8.003045,0,0.017955,0.009815,0.001283,0.00001,0.00002,0,0.001,0,7,batch,0,yes,photoautotrophic,sodium carbonate,glucose,sodium nitrate,initial,none,single-stage,,mBG11,fluorescent,0.1,Chlorella vulgaris
HL,mixotrophic,stationary,0.15,25,55,160,16,10,0,no,0.24885,0.00712,0.002266,10.002979,0,0.017955,0.009815,0.001283,0.00001,0.00002,0,0.001,0,7,batch,0,yes,photoautotrophic,sodium carbonate,glucose,sodium nitrate,initial,none,single-stage,,mBG11,fluorescent,0.1,Chlorella vulgaris
HL,heterotrophic,stationary,0.15,25,0,160,0,10,0,no,0.24885,0.00712,0.002266,2.003245,0,0.017955,0.009815,0.001283,0.00001,0.00002,0,0.001,0,7,batch,0,yes,photoautotrophic,sodium carbonate,glucose,sodium nitrate,initial,none,single-stage,no-color,mBG11,no-lamp,0.1,Chlorella vulgaris
HL,heterotrophic,stationary,0.15,25,0,160,0,10,0,no,0.24885,0.00712,0.002266,4.003178,0,0.017955,0.009815,0.001283,0.00001,0.00002,0,0.001,0,7,batch,0,yes,photoautotrophic,sodium carbonate,glucose,sodium nitrate,initial,none,single-stage,no-color,mBG11,no-lamp,0.1,Chlorella vulgaris
HL,heterotrophic,stationary,0.15,25,0,160,0,10,0,no,0.24885,0.00712,0.002266,6.003112,0,0.017955,0.009815,0.001283,0.00001,0.00002,0,0.001,0,7,batch,0,yes,photoautotrophic,sodium carbonate,glucose,sodium nitrate,initial,none,single-stage,no-color,mBG11,no-lamp,0.1,Chlorella vulgaris
HL,heterotrophic,stationary,0.15,25,0,160,0,10,0,no,0.24885,0.00712,0.002266,8.003045,0,0.017955,0.009815,0.001283,0.00001,0.00002,0,0.001,0,7,batch,0,yes,photoautotrophic,sodium carbonate,glucose,sodium nitrate,initial,none,single-stage,no-color,mBG11,no-lamp,0.1,Chlorella vulgaris
HL,heterotrophic,stationary,0.15,25,0,160,0,10,0,no,0.24885,0.00712,0.002266,10.002979,0,0.017955,0.009815,0.001283,0.00001,0.00002,0,0.001,0,7,batch,0,yes,photoautotrophic,sodium carbonate,glucose,sodium nitrate,initial,none,single-stage,no-color,mBG11,no-lamp,0.1,Chlorella vulgaris
HL,mixotrophic,stationary,1,25,106.55,0,12,83,0.04,yes,0.040412,0.005012,0.01787,0.058561,0,0.006319,0.0009,0.001377,0,0.000025,0,0,0,,batch,0,no,photoautotrophic,sodium bicarbonate,"sodium acetate, carbon dioxide",ammonium chloride,initial,none,single-stage,,SWW,LED,0.18,Chlorella pyrenoidosa
HL,mixotrophic,stationary,1,25,106.55,0,12,83,0.04,yes,0.040412,0.005012,0.01787,0.058561,5,0.006319,0.0009,0.001377,0,0.000025,0,0,0,,batch,0,no,photoautotrophic,sodium bicarbonate,"sodium acetate, carbon dioxide",ammonium chloride,initial,none,single-stage,,mSWW,LED,0.18,Chlorella pyrenoidosa
HL,mixotrophic,stationary,1,25,106.55,0,12,83,0.04,yes,0.040412,0.005012,0.01787,0.058561,10,0.006319,0.0009,0.001377,0,0.000025,0,0,0,,batch,0,no,photoautotrophic,sodium bicarbonate,"sodium acetate, carbon dioxide",ammonium chloride,initial,none,single-stage,,mSWW,LED,0.18,Chlorella pyrenoidosa
HL,mixotrophic,stationary,1,25,106.55,0,12,83,0.04,yes,0.040412,0.005012,0.01787,0.058561,20,0.006319,0.0009,0.001377,0,0.000025,0,0,0,,batch,0,no,photoautotrophic,sodium bicarbonate,"sodium acetate, carbon dioxide",ammonium chloride,initial,none,single-stage,,mSWW,LED,0.18,Chlorella pyrenoidosa
HL,mixotrophic,stationary,1,25,106.55,0,12,83,0.04,yes,0.040412,0.005012,0.01787,0.058561,30,0.006319,0.0009,0.001377,0,0.000025,0,0,0,,batch,0,no,photoautotrophic,sodium bicarbonate,"sodium acetate, carbon dioxide",ammonium chloride,initial,none,single-stage,,mSWW,LED,0.18,Chlorella pyrenoidosa
HL,heterotrophic,stationary,0.75,25,0,100,0,3,0,no,0.692811,0.284755,0,0.08,0,2.292585,0,0.007432,0.000002,0.000003,0,0,0,7,repeated fed-batch,0,yes,photoheterotrophic,none,acetic acid,potassium nitrate,constant,acetic acid,single-stage,no-color,mTamiya,no-lamp,1,Chlorella vulgaris
HL,heterotrophic,stationary,10,25,0,100,0,3,0,no,0.692811,0.284755,0,0.08,0,2.292585,0,0.007432,0.000002,0.000003,0,0,0,7,repeated fed-batch,0,yes,photoheterotrophic,none,acetic acid,potassium nitrate,constant,acetic acid,single-stage,no-color,mTamiya,no-lamp,2.5,Chlorella vulgaris
LL,heterotrophic,log,0.75,25,0,100,0,3,0,no,0.692811,0.284755,0,0.08,0,2.292585,0,0.007432,0.000002,0.000003,0,0,0,7,repeated fed-batch,0,yes,photoheterotrophic,none,glucose,potassium nitrate,constant,hydrogen chloride,single-stage,no-color,mTamiya,no-lamp,4,Chlorella vulgaris
LL,heterotrophic,log,0.75,25,0,100,0,3,0,no,0.692811,0.284755,0,0.08,0,2.292585,0,0.007432,0.000002,0.000003,0,0,0,7,repeated fed-batch,0,yes,photoheterotrophic,none,glucose,potassium nitrate,constant,hydrogen chloride,single-stage,no-color,mTamiya,no-lamp,1,Chlorella vulgaris
LL,photoautotrophic,stationary,0.5,28,45,150,24,21,0,no,0.027717,0.045561,0,0,0,0.134788,0.054526,0.000011,0.00001,0.00002,0,0.0745,0,7,batch,0,yes,photoautotrophic,none,none,potassium nitrate,initial,"sodium chloride, hydrogen chloride",single-stage,white,FOGG,fluorescent,0.2,Chlorella sp
LL,photoautotrophic,stationary,0.5,28,45,150,24,21,0,no,0.027717,0.045561,0,0,11.708,0.134788,0.054526,0.000011,0.00001,0.00002,0,0.0745,0,7,batch,0,yes,photoautotrophic,none,none,potassium nitrate,initial,"sodium chloride, hydrogen chloride",single-stage,white,mFOGG,fluorescent,0.2,Chlorella sp
LL,photoautotrophic,stationary,0.5,28,45,150,24,21,0,no,0.027717,0.045561,0,0,29.27,0.134788,0.054526,0.000011,0.00001,0.00002,0,0.0745,0,7,batch,0,yes,photoautotrophic,none,none,potassium nitrate,initial,"sodium chloride, hydrogen chloride",single-stage,white,mFOGG,fluorescent,0.2,Chlorella sp
LL,photoautotrophic,stationary,0.5,28,45,150,24,21,0,no,0.027717,0.045561,0,0,46.832,0.134788,0.054526,0.000011,0.00001,0.00002,0,0.0745,0,7,batch,0,yes,photoautotrophic,none,none,potassium nitrate,initial,"sodium chloride, hydrogen chloride",single-stage,white,mFOGG,fluorescent,0.2,Chlorella sp
LL,photoautotrophic,stationary,0.5,28,45,150,24,21,0,no,0.027717,0.045561,0,0,64.394,0.134788,0.054526,0.000011,0.00001,0.00002,0,0.0745,0,7,batch,0,yes,photoautotrophic,none,none,potassium nitrate,initial,"sodium chloride, hydrogen chloride",single-stage,white,mFOGG,fluorescent,0.2,Chlorella sp
LL,photoautotrophic,stationary,0.5,28,45,150,24,15,0,no,0.027717,0.045561,0,0,0,0.134788,0.054526,0.000011,0.00001,0.00002,0,0.0745,0,7,batch,0,yes,photoautotrophic,none,none,potassium nitrate,initial,"sodium chloride, hydrogen chloride",single-stage,white,FOGG,fluorescent,0.2,Chlorella sp
LL,photoautotrophic,stationary,0.5,28,45,150,24,15,0,no,0.027717,0.045561,0,0,0,0.134788,0.054526,0.000011,0.00001,0.00002,0,0.0745,0,7,batch,0,yes,photoautotrophic,none,none,potassium nitrate,initial,"sodium chloride, hydrogen chloride",single-stage,red,FOGG,fluorescent,0.2,Chlorella sp
LL,photoautotrophic,stationary,0.5,28,45,150,24,15,0,no,0.027717,0.045561,0,0,0,0.134788,0.054526,0.000011,0.00001,0.00002,0,0.0745,0,7,batch,0,yes,photoautotrophic,none,none,potassium nitrate,initial,"sodium chloride, hydrogen chloride",single-stage,yellow,FOGG,fluorescent,0.2,Chlorella sp
LL,photoautotrophic,stationary,0.5,28,45,150,24,15,0,no,0.027717,0.045561,0,0,0,0.134788,0.054526,0.000011,0.00001,0.00002,0,0.0745,0,7,batch,0,yes,photoautotrophic,none,none,potassium nitrate,initial,"sodium chloride, hydrogen chloride",single-stage,green,FOGG,fluorescent,0.2,Chlorella sp
LL,photoautotrophic,stationary,0.5,28,31.5,150,24,15,0,no,0.027717,0.045561,0,0,0,0.134788,0.054526,0.000011,0.00001,0.00002,0,0.0745,0,7,batch,0,yes,photoautotrophic,none,none,potassium nitrate,initial,"sodium chloride, hydrogen chloride",single-stage,white,FOGG,fluorescent,0.2,Chlorella sp
LL,photoautotrophic,stationary,0.5,28,40.5,150,24,15,0,no,0.027717,0.045561,0,0,0,0.134788,0.054526,0.000011,0.00001,0.00002,0,0.0745,0,7,batch,0,yes,photoautotrophic,none,none,potassium nitrate,initial,"sodium chloride, hydrogen chloride",single-stage,white,FOGG,fluorescent,0.2,Chlorella sp
LL,photoautotrophic,stationary,0.5,28,49.5,150,24,15,0,no,0.027717,0.045561,0,0,0,0.134788,0.054526,0.000011,0.00001,0.00002,0,0.0745,0,7,batch,0,yes,photoautotrophic,none,none,potassium nitrate,initial,"sodium chloride, hydrogen chloride",single-stage,white,FOGG,fluorescent,0.2,Chlorella sp
LL,photoautotrophic,stationary,0.5,28,49.5,150,24,15,0,no,0.027717,0.045561,0,0,0,0.134788,0.054526,0.000011,0.00001,0.00002,0,0.0745,0,5,batch,0,yes,photoautotrophic,none,none,potassium nitrate,initial,"sodium chloride, hydrogen chloride",single-stage,white,FOGG,fluorescent,0.2,Chlorella sp
LL,photoautotrophic,stationary,0.5,28,49.5,150,24,15,0,no,0.027717,0.045561,0,0,0,0.134788,0.054526,0.000011,0.00001,0.00002,0,0.0745,0,6,batch,0,yes,photoautotrophic,none,none,potassium nitrate,initial,"sodium chloride, hydrogen chloride",single-stage,white,FOGG,fluorescent,0.2,Chlorella sp
LL,photoautotrophic,stationary,0.5,28,49.5,150,24,15,0,no,0.027717,0.045561,0,0,0,0.134788,0.054526,0.000011,0.00001,0.00002,0,0.0745,0,7,batch,0,yes,photoautotrophic,none,none,potassium nitrate,initial,"sodium chloride, hydrogen chloride",single-stage,white,FOGG,fluorescent,0.2,Chlorella sp
LL,photoautotrophic,stationary,0.5,28,49.5,150,24,15,0,no,0.027717,0.045561,0,0,0,0.134788,0.054526,0.000011,0.00001,0.00002,0,0.0745,0,8,batch,0,yes,photoautotrophic,none,none,potassium nitrate,initial,"sodium chloride, hydrogen chloride",single-stage,white,FOGG,fluorescent,0.2,Chlorella sp
LL,photoautotrophic,stationary,0.5,28,49.5,150,24,15,0,no,0.027717,0.045561,0,0,0,0.134788,0.054526,0.000011,0.00001,0.00002,0,0.0745,0,7,batch,0,yes,photoautotrophic,none,none,potassium nitrate,initial,"sodium chloride, hydrogen chloride",single-stage,white,FOGG,fluorescent,0.2,Chlorella sp
LL,photoautotrophic,stationary,0.5,28,49.5,150,16,15,0,no,0.027717,0.045561,0,0,0,0.134788,0.054526,0.000011,0.00001,0.00002,0,0.0745,0,7,batch,0,yes,photoautotrophic,none,none,potassium nitrate,initial,"sodium chloride, hydrogen chloride",single-stage,white,FOGG,fluorescent,0.2,Chlorella sp
LL,photoautotrophic,stationary,0.5,28,49.5,150,8,15,0,no,0.027717,0.045561,0,0,0,0.134788,0.054526,0.000011,0.00001,0.00002,0,0.0745,0,7,batch,0,yes,photoautotrophic,none,none,potassium nitrate,initial,"sodium chloride, hydrogen chloride",single-stage,white,FOGG,fluorescent,0.2,Chlorella sp
LL,photoautotrophic,stationary,0.25,25,130,110,24,7,1,yes,0.248064,0.005434,0.071481,0.003906,0,0.013703,0.009815,0.000642,0.00001,0.00002,0,0.001,0,8.1,batch,0,yes,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,urea,initial,none,single-stage,,mBG11,LED,0.01,Chlorella sp
HL,photoautotrophic,stationary,0.25,25,130,110,24,7,1,yes,0.248045,0.005434,0.071481,0.003906,0,0.013703,0.009815,0.000642,0.00001,0.00002,0,0.001,0,8.1,batch,0,yes,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,,mBG11,LED,0.01,Chlorella sp
LL,photoautotrophic,stationary,0.25,25,130,110,24,7,1,yes,0.248045,0.005434,0.071481,0.003906,0,0.702043,0.009815,0.000642,0.00001,0.00002,0,0.001,0,8.1,batch,0,yes,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,potassium nitrate,initial,none,single-stage,,mBG11,LED,0.01,Chlorella sp
LL,photoautotrophic,stationary,0.25,25,130,110,24,7,1,yes,0.248045,0.005434,0.071481,0.003906,0,0.013703,0.009815,0.000642,0.00001,0.00002,0,0.001,0,8.1,batch,0,yes,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,ammonium nitrate,initial,none,single-stage,,mBG11,LED,0.01,Chlorella sp
LL,photoautotrophic,stationary,0.25,25,130,110,24,7,1,yes,0.248064,0.005434,0.071481,0.003906,0,0.013703,0.009815,0.000642,0.00001,0.00002,0,0.001,0,8.1,batch,0,yes,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,ammonium chloride,initial,none,single-stage,,mBG11,LED,0.01,Chlorella sp
LL,mixotrophic,stationary,0.25,25,130,110,24,7,1,yes,0.248045,0.005434,0.071481,0.427682,0,0.013703,0.009815,0.000642,0.00001,0.00002,0,0.001,0,8.1,batch,0,yes,photoautotrophic,"sodium bicarbonate, carbon dioxide",ammonium acetate,ammonium acetate,initial,none,single-stage,,mBG11,LED,0.01,Chlorella sp
LL,photoautotrophic,stationary,0.25,25,130,110,24,7,1,yes,0.248045,0.005434,0.071481,0.003906,0,0.013703,0.009815,0.000642,0.00001,0.00002,0,0.001,0,8.1,batch,0,yes,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,ammonium sulfate,initial,none,single-stage,,mBG11,LED,0.01,Chlorella sp
LL,photoautotrophic,stationary,0.25,25,130,110,24,7,1,yes,0.248045,0.005434,0.282636,0.003906,0,0.013703,0.009815,0.000642,0.00001,0.00002,0,0.001,0,8.1,batch,0,yes,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,ammonium bicarbonate,initial,none,single-stage,,mBG11,LED,0.01,Chlorella sp
HL,photoautotrophic,stationary,0.5,25,180,250,24,9,1,yes,0.248064,0.005434,0.071481,0.003906,0,0.013703,0.009815,0.000642,0.00001,0.00002,0,0.001,0,8.1,batch,0,yes,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,urea,initial,none,single-stage,,mBG11,LED,0.01,Chlorella sp
HL,photoautotrophic,log,0.5,25,180,250,24,4,1,yes,0.248064,0.005434,0.071481,0.003906,0,0.013703,0.009815,0.000642,0.00001,0.00002,0,0.001,0,8.1,batch,0,yes,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,urea,initial,none,dual-stage,,mBG11,LED,0.01,Chlorella sp
HL,photoautotrophic,stationary,0.5,25,180,250,24,7,1,yes,0.248064,0.005434,0.071481,0.003906,0,0.013703,0.009815,0.000642,0.00001,0.00002,0,0.001,0,8.1,batch,0,yes,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,urea,initial,none,dual-stage,,mBG11,LED,0.01,Chlorella sp
LL,photoautotrophic,stationary,2,27,360,100,24,8,0.04,yes,0.057692,0.097916,1.921417,0,0,0.154432,0.009024,0.002341,0,0.00002,0,0,0,7.5,batch,0,no,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,sodium nitrate,constant,carbon dioxide,single-stage,purple-pink,mBM,fluorescent,0.1,Chlorella vulgaris
LL,photoautotrophic,stationary,2,27,360,100,24,6,0.04,yes,0.057692,0.097916,1.921417,0,0,0.154432,0.009024,0.002341,0,0.00002,0,0,0,8.5,batch,0,no,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,sodium nitrate,constant,carbon dioxide,single-stage,purple-pink,mBM,fluorescent,0.1,Chlorella vulgaris
HL,photoautotrophic,stationary,2,27,360,100,24,6,0.04,yes,0.057692,0.097916,1.921417,0,0,0.154432,0.009024,0.002341,0,0.00002,0,0,0,9.5,batch,0,no,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,sodium nitrate,constant,carbon dioxide,single-stage,purple-pink,mBM,fluorescent,0.1,Chlorella vulgaris
LL,photoautotrophic,stationary,2,27,360,100,24,8,0.04,yes,0.057692,0.097916,0,0,9.47,0.154432,0.009024,0.002341,0,0.00002,0,0,0,7.5,batch,0,no,photoautotrophic,carbon dioxide,none,sodium nitrate,constant,carbon dioxide,single-stage,purple-pink,mBM,fluorescent,0.1,Chlorella vulgaris
LL,photoautotrophic,stationary,2,27,360,100,24,6,0.04,yes,0.057692,0.097916,0,0,9.47,0.154432,0.009024,0.002341,0,0.00002,0,0,0,8.5,batch,0,no,photoautotrophic,carbon dioxide,none,sodium nitrate,constant,carbon dioxide,single-stage,purple-pink,mBM,fluorescent,0.1,Chlorella vulgaris
HL,photoautotrophic,stationary,2,27,360,100,24,6,0.04,yes,0.057692,0.097916,0,0,9.47,0.154432,0.009024,0.002341,0,0.00002,0,0,0,9.5,batch,0,no,photoautotrophic,carbon dioxide,none,sodium nitrate,constant,carbon dioxide,single-stage,purple-pink,mBM,fluorescent,0.1,Chlorella vulgaris
HL,photoautotrophic,stationary,0.6,25,400,0,24,9,2,yes,0.248045,0.006948,0.002266,0.003906,0,0.008761,0.009815,0.000642,0.00001,0.00002,0,0,0,,batch,0,no,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,white,BG11,fluorescent,0.01,Chlorella sorokiniana
